,Tourism_asset,Accessbility_Assignments,Accessbility_Value,Tourism_asset_id,type,address,TripAdvisor_link,number_of_reviews,rating,Instagram_count,Tourism_asset_lat,Tourism_asset_lon,Tourism_asset_lat_BC_albers,Tourism_asset_lon_BC_albers,CSD,CSDUID,Total_population_CSD,Workforce_CSD,Employed_CSD,Unemployed_CSD,Occupations_art_culture_CSD,Occupations_natural_resources_CSD,Median_income_2005_CSD,Average_income_2005_CSD,Airport_id,Airport_name,Airport_lat,Airport_lon,Airport_CSD,Distance_meter_airport,Duration_min_airport,Duration_min_num_airport,Visitor_centre_id,vc_name,vc_lat,vc_lon,vc_CSD,Distance_meter_vc,Duration_min_vc,Duration_min_num_vc,City_id,City_name,City_lat,City_lon,City_CSD,City_Pop_2000,City_Pop_Rank,Distance_meter_city,Duration_min_city,Duration_min_num_city,Distance_meter_ambulance,Duration_min_ambulance,Duration_min_num_ambulance,First_responder_id_ambulance,First_responder_lat_ambulance,First_responder_lon_ambulance,First_responder_name_ambulance,First_responder_CSD_ambulance,Distance_meter_fire,Duration_min_fire,Duration_min_num_fire,First_responder_id_fire,First_responder_lat_fire,First_responder_lon_fire,First_responder_name_fire,First_responder_CSD_fire,Distance_meter_police,Duration_min_police,Duration_min_num_police,First_responder_id_police,First_responder_lat_police,First_responder_lon_police,First_responder_name_police,First_responder_CSD_police,events_10km,traveller_resources_10km,classes_workshops_10km,casinos_10km,nightlife_10km,concerts_shows_10km,spas_wellness_10km,shopping_10km,fun_games_10km,transportation_10km,food_drinks_10km,boat_tours_10km,tours_10km,outdoor_activities_10km,hotels_10km
1430,Our lady of Lourdes,0,4,1675,"Sacred & Religious Sites, Churches & Cathedrals, Sights & Landmarks","Quilchena, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g660791-d10177194-Reviews-Our_lady_of_Lourdes-Quilchena_British_Columbia.html,1,5,7,50.195965,-120.46594,591017.8007,1394662.168,Nicola Lake 1,5933806,,,,,,,,,623,Kamloops Airport,50.7025,-120.44861,Kamloops,80691,1 hour 9 mins,69,814486,Merritt Tourist/Visitor Info Booth,50.112925,-120.78786,Merritt,28087,23 mins,23,6,Merritt,50.12412142,-120.8293313,Thompson-Nicola M,8075,34,31452,27 mins,27,26628,21 mins,21,1101,50.121699,-120.77319,STN 324 MERRITT,Merritt,17057,14 mins,14,1736,50.142812,-120.28678,UNB FIRE HALL,Douglas Lake 3,16776,14 mins,14,1992,50.141361,-120.28349,DOUGLAS LAKE COMMUNITY POLICING,Douglas Lake 3,0,2,0,0,2,0,0,1,1,0,0,0,0,2,22
1431,Lax Ka'gaas/Campania Conservancy,3,3,1181,"Nature & Wildlife Areas, Nature & Parks","Hartley Bay, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g1207932-d7380046-Reviews-Lax_Ka_gaas_Campania_Conservancy-Hartley_Bay_British_Columbia.html,0,0,7,53.423344,-129.2538,940215.6114,784325.9904,Kulkayu (Hartley Bay) 4,5947806,,,,,,,,,0,,0,0,,0,,0,0,,0,0,,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,0,0,,,0,,0,0,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1432,Cormorant Channel Marine Provincial Park,3,3,1225,Nature & Parks,"Telegraph Cove, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g499151-d7281460-Reviews-Cormorant_Channel_Marine_Provincial_Park-Telegraph_Cove_Vancouver_Island_British_.html,0,0,70,50.545345,-126.83248,614810.5137,941029.6452,Mount Waddington D,5943033,300,185,185,0,0,10,24684,37883,613,Port Hardy Airport,50.680555,-127.36666,Port Hardy,58606,48 mins,48,812177,Port Hardy Visitor Centre,50.723394,-127.49224,Port Hardy,63427,50 mins,50,73,Courtenay,49.69162064,-124.9981923,Courtenay,19803,21,251372,2 hours 45 mins,165,23861,24 mins,24,1126,50.581773,-127.07403,STN 129 PORT MCNEILL,Port McNeill,18651,21 mins,21,1217,50.572775,-127.01035,HYDE CREEK FIRE DEPT,Mount Waddington C,23712,24 mins,24,1830,50.581379,-127.07288,PORT MCNEILL RCMP,Port McNeill,0,0,0,0,0,0,0,1,0,3,0,12,19,18,26
1433,Snowden Demonstration Forest Ttrails,0,4,673,"Hiking Trails, Nature & Parks, Outdoor Activities","Campbell River, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g181792-d6962024-Reviews-Snowden_Demonstration_Forest_Ttrails-Campbell_River_Vancouver_Island_British_Colu.html,7,4.5,156,50.03714,-125.29612,558165.8197,1050423.3,Campbell River,5924034,29370,15625,14235,1390,90,760,24151,32300,566,Campbell River Airport,49.950833,-125.27083,Campbell River,12459,12 mins,12,811941,Campbell River Visitor Centre,50.027318,-125.24536,Campbell River,4415,7 mins,7,73,Courtenay,49.69162064,-124.9981923,Courtenay,19803,21,52820,35 mins,35,6546,10 mins,10,1034,50.011371,-125.24278,STN 108 CAMPBELL RIVER,Campbell River,4301,7 mins,7,1203,50.02751,-125.24892,CAMPBELL RIVER FIRE DEPT HALL 1,Campbell River,7025,11 mins,11,2013,50.002243,-125.24647,CAMPBELL RIVER RCMP,Campbell River,0,1,0,0,1,2,1,4,4,2,3,40,49,57,59
1434,Penticton Museum & Archives,2,5,3963,"Speciality Museums, Museums","Penticton, British Columbia V2A 5E3, ",https://www.tripadvisor.ca/Attraction_Review-g154937-d4782257-Reviews-Penticton_Museum_Archives-Penticton_Okanagan_Valley_British_Columbia.html,9,4.5,222,49.4913,-119.58869,518254.1491,1464151.192,Penticton,5907041,31390,15480,14425,1055,110,85,22763,29422,544,Penticton Regional Airport,49.4625,-119.60222,Penticton,6407,9 mins,9,812249,Penticton & Wine Country Visitor Centre,49.493577,-119.60336,Penticton,2569,6 mins,6,40,Penticton,49.49326339,-119.5859191,Penticton,32542,17,564,2 mins,2,1253,2 mins,2,1120,49.482215,-119.5936,STN 329 PENTICTON,Penticton,1101,3 mins,3,1565,49.498005,-119.59595,PENTICTON FIRE HALL 1,Penticton,951,2 mins,2,1826,49.487042,-119.5866,PENTICTON COMMUNITY POLICING,Penticton,0,3,0,1,5,1,16,24,7,1,93,5,23,29,140
1435,Strathcona Provincial Park,0,4,279,Nature & Parks,"British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154944-d282427-Reviews-Strathcona_Provincial_Park-Vancouver_Island_British_Columbia.html,64,4.5,783,49.937027,-125.70702,546823.3855,1021034.349,Strathcona D (Oyster Bay - Buttle Lake),5924042,,,,,,,,,566,Campbell River Airport,49.950833,-125.27083,Campbell River,54967,1 hour 2 mins,62,811941,Campbell River Visitor Centre,50.027318,-125.24536,Campbell River,46924,57 mins,57,73,Courtenay,49.69162064,-124.9981923,Courtenay,19803,21,95328,1 hour 25 mins,85,49054,1 hour 0 mins,60,1034,50.011371,-125.24278,STN 108 CAMPBELL RIVER,Campbell River,46810,57 mins,57,1203,50.02751,-125.24892,CAMPBELL RIVER FIRE DEPT HALL 1,Campbell River,49533,1 hour 1 min,61,2013,50.002243,-125.24647,CAMPBELL RIVER RCMP,Campbell River,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
1436,Twin Falls/Glacier Gulch Trails,0,4,229,"Hiking Trails, Nature & Parks, Outdoor Activities","Smithers, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g499148-d2226855-Reviews-Twin_Falls_Glacier_Gulch_Trails-Smithers_British_Columbia.html,99,4.5,160,54.7808,-127.16532,1087376.997,925228.3443,Smithers,5951043,5145,2830,2590,240,35,65,25884,32993,709,Smithers Airport,54.825277,-127.18277,Smithers,6110,8 mins,8,812303,Smithers Visitor Centre,54.782763,-127.16642,Smithers,425,1 min,1,19,Terrace,54.51567681,-128.610207,Terrace,13871,27,204628,2 hours 16 mins,136,488,2 mins,2,1152,54.781522,-127.17108,STN 769 SMITHERS,Smithers,274,1 min,1,1501,54.782056,-127.16553,SMITHERS FIRE DEPT,Smithers,618,2 mins,2,1972,54.779096,-127.17161,SMITHERS COMMUNITY POLICING,Smithers,0,1,0,0,2,0,0,1,0,0,1,2,4,9,27
1437,Ts'ilos Provincial Park,0,4,1211,Nature & Parks,"British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g754585-d7298440-Reviews-Ts_ilos_Provincial_Park-Chilcotin_British_Columbia.html,0,0,0,52.115467,-122.56588,795072.7722,1234690.996,Cariboo K,5941041,520,350,315,30,0,20,20577,27074,657,Williams Lake Regional Airport,52.183333,-122.05444,Williams Lake,73254,1 hour 22 mins,82,812224,Williams Lake Visitor Centre,52.12235,-122.09838,Williams Lake,62294,1 hour 11 mins,71,31,Williams Lake,52.12602987,-122.1430729,Williams Lake,12101,28,61291,1 hour 11 mins,71,61993,1 hour 12 mins,72,1188,52.137519,-122.13438,STN 348 WILLIAMS LAKE,Williams Lake,59539,1 hour 9 mins,69,1552,52.116775,-122.13223,WILLIAMS LAKE FIRE DEPT,Williams Lake,61268,1 hour 11 mins,71,1868,52.129767,-122.13825,WILLIAMS LAKE RCMP,Williams Lake,0,0,0,0,0,0,0,4,2,0,0,2,2,5,2
1438,Babine River Corridor Provincial Park,0,4,1227,Nature & Parks,"Hazelton, Kitimat-Stikine District, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g1207923-d7281427-Reviews-Babine_River_Corridor_Provincial_Park-Hazelton_Kitimat_Stikine_District_British_.html,0,0,28,55.264633,-127.64703,1141983.99,895581.0587,Hazelton,5949022,340,195,185,10,0,10,14622,24219,455,Terrace (Northwest Regional) Airport,54.468611,-128.57833,Terrace,143742,1 hour 35 mins,95,816684,Terrace Visitor Centre,54.513101,-128.58419,Terrace,139734,1 hour 31 mins,91,19,Terrace,54.51567681,-128.610207,Terrace,13871,27,141691,1 hour 35 mins,95,670,1 min,1,1072,55.259622,-127.65224,STN 679 HAZELTON,Hazelton,1273,2 mins,2,1584,55.257654,-127.66104,GITANMAAX FIRE HALL,Gitanmaax 1,5283,8 mins,8,1818,55.243928,-127.58797,NEW HAZELTON RCMP,New Hazelton,0,2,0,0,0,0,0,0,0,0,0,0,0,2,7
1439,Eneas Lakes Provincial Park,2,5,1260,Nature & Parks,"Peachland, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g665835-d6612673-Reviews-Eneas_Lakes_Provincial_Park-Peachland_Okanagan_Valley_British_Columbia.html,0,0,81,49.773212,-119.73631,548515.5673,1450722.946,Peachland,5935018,4885,2275,2155,115,25,25,21754,28540,583,Kelowna International Airport,49.957222,-119.37777,Kelowna,39771,44 mins,44,812247,Peachland Visitor Centre,49.773881,-119.73633,Peachland,103,1 min,0,38,Kelowna,49.879864,-119.4394353,Kelowna,100433,7,29561,32 mins,32,183,1 min,1,1117,49.774282,-119.73725,STN 342 PEACHLAND,Peachland,66,1 min,0,1447,49.773852,-119.73611,PEACHLAND FIRE AND RESCUE SERVICE,Peachland,485,2 mins,2,1963,49.776668,-119.73511,PEACHLAND COMMUNITY POLICING,Peachland,0,4,5,2,18,6,23,36,26,8,128,40,99,92,189
1440,Tribune Bay Provincial Park,0,4,246,Nature & Parks,"British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g184846-d4572455-Reviews-Tribune_Bay_Provincial_Park-Hornby_Island_Comox_Valley_Vancouver_Island_British_C.html,68,4.5,73,49.5256,-124.63865,501982.0744,1098611.338,Comox Valley A,5926021,,,,,,,,,553,CFB Comox (Comox Airport),49.710833,-124.88666,Comox,61557,1 hour 53 mins,113,823223,Comox Valley Visitor Centre,49.63456,-125.00369,Cumberland,45024,1 hour 32 mins,92,73,Courtenay,49.69162064,-124.9981923,Courtenay,19803,21,50738,1 hour 40 mins,100,20656,49 mins,49,1051,49.534276,-124.79121,STN 171 DENMAN ISLAND,Comox Valley A,3150,6 mins,6,1235,49.534507,-124.66995,HORNBY ISLAND VOL FIRE DEPT,Comox Valley A,2843,6 mins,6,1944,49.533418,-124.66549,HORNBY,Comox Valley A,0,2,0,0,3,0,9,24,1,1,10,10,15,29,82
1441,Little Qualicum Cheeseworks,0,4,1376,"Farms, Sights & Landmarks","Parksville, British Columbia V9P 2B5, ",https://www.tripadvisor.ca/Attraction_Review-g181779-d1855032-Reviews-Little_Qualicum_Cheeseworks-Parksville_Vancouver_Island_British_Columbia.html,260,4.5,235,49.32905,-124.3663,480561.1367,1118840.253,Nanaimo G,5921034,7015,3150,2935,220,45,40,26163,33095,530,Qualicum Beach Airport,49.337222,-124.39388,Qualicum Beach,7199,11 mins,11,812179,Qualicum Beach Visitor Centre,49.355971,-124.44004,Qualicum Beach,8808,11 mins,10,66,Parksville,49.32015947,-124.3068176,Parksville,10613,31,6985,12 mins,12,8429,10 mins,10,1116,49.309789,-124.32384,STN 130 PARKSVILLE,Parksville,5811,10 mins,10,1225,49.318134,-124.31538,PARKSVILLE VOL FIRE DEPT,Parksville,3851,6 mins,6,1947,49.32878,-124.33871,OCEANSIDE RCMP,Parksville,0,2,1,0,2,0,17,27,4,0,8,9,13,27,85
1442,Pine River Breaks Provincial Park,0,4,1253,Nature & Parks,"Chetwynd, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g660772-d6733168-Reviews-Pine_River_Breaks_Provincial_Park-Chetwynd_British_Columbia.html,0,0,57,55.69707,-121.63274,1197484.84,1273750.441,Chetwynd,5955010,2625,1555,1465,90,15,35,27666,38008,717,Dawson Creek Airport,55.742222,-120.18305,Dawson Creek,107465,1 hour 13 mins,73,812279,Chetwynd Visitor Centre,55.696778,-121.63467,Chetwynd,157,1 min,1,27,Dawson Creek,55.757539,-120.226662,Dawson Creek,11715,29,102120,1 hour 11 mins,71,396,1 min,1,1038,55.695974,-121.63824,STN 852 CHETWYND,Chetwynd,399,2 mins,2,1290,55.695931,-121.63825,CHETWYND FIRE DEPT,Chetwynd,572,2 mins,2,1764,55.695441,-121.64049,CHETWYND,Chetwynd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1443,Huble Homestead Historic Site,2,5,3826,"Speciality Museums, Museums","Prince George, British Columbia V0J 2S0, ",https://www.tripadvisor.ca/Attraction_Review-g154938-d4056629-Reviews-Huble_Homestead_Historic_Site-Prince_George_British_Columbia.html,42,4.5,238,53.917408,-122.74807,995286.3645,1213018.345,Prince George,5953023,70375,40870,37755,3110,270,720,27670,35695,683,Prince George Airport,53.884166,-122.6775,Prince George,14946,15 mins,15,812294,Prince George Visitor Centre,53.919025,-122.7444,Prince George,547,2 mins,2,24,Prince George,53.91032183,-122.7091287,Prince George,81326,9,4985,7 mins,7,1669,5 mins,5,1130,53.910626,-122.76322,STN 531 PRINCE GEORGE-EDMONTON,Prince George,658,3 mins,3,1459,53.913248,-122.74668,PRINCE GEORGE  FIRE HALL 1 BASE,Prince George,213,1 min,1,1883,53.916868,-122.75022,PRINCE GEORGE INTEGRATED ROAD SAFETY UNIT,Prince George,0,1,0,1,3,2,1,3,7,0,2,1,2,8,43
1444,B.C. Forest Discovery Centre,0,4,3788,"Speciality Museums, Museums","Duncan, British Columbia V9L 6C2, ",https://www.tripadvisor.ca/Attraction_Review-g154929-d185728-Reviews-B_C_Forest_Discovery_Centre-Duncan_Vancouver_Island_British_Columbia.html,174,4.5,724,48.801468,-123.71461,423301.0707,1168123.581,North Cowichan,5919008,27315,13650,12880,775,130,210,24795,32628,482,Nanaimo Airport,49.052222,-123.87027,Nanaimo A,34069,29 mins,29,812162,Duncan Visitor Centre,48.777347,-123.69864,Duncan,3530,5 mins,5,68,Duncan,48.77731484,-123.7053172,Duncan,4766,39,3955,7 mins,7,3097,5 mins,5,1052,48.783945,-123.69783,STN 152 DUNCAN,North Cowichan,2697,5 mins,5,1580,48.78331,-123.70763,NORTH COWICHAN SOUTH END FIRE DEPT,North Cowichan,3293,6 mins,6,1819,48.790503,-123.71282,NORTH COWICHAN - DUNCAN RCMP,North Cowichan,0,4,5,0,6,4,15,53,4,0,36,26,39,49,172
1445,Skeena Valley,3,3,1335,"Valleys, Nature & Parks","British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154922-d219345-Reviews-Skeena_Valley-British_Columbia.html,0,0,34,54.136696,-124.63623,1015723.438,1088888.476,Bulkley-Nechako D,5951017,1665,870,755,110,10,85,20216,30779,709,Smithers Airport,54.825277,-127.18277,Smithers,255502,3 hours 12 mins,192,812295,Fort St James Visitor Centre,54.439783,-124.25146,Fort St. James,54671,1 hour 6 mins,66,24,Prince George,53.91032183,-122.7091287,Prince George,81326,9,164521,2 hours 12 mins,132,36882,41 mins,41,1060,54.059362,-124.84863,STN 763 FRASER LAKE,Fraser Lake,22842,29 mins,29,1332,54.062553,-124.55186,FORT FRASER VOL FIRE DEPT,Bulkley-Nechako D,35951,39 mins,39,1782,54.055932,-124.84162,FRASER LAKE RCMP,Fraser Lake,0,0,0,0,0,0,0,0,0,0,0,1,1,7,4
1446,Xchanges Artists' Studios and Gallery,2,5,4095,"Art Galleries, Museums, Shopping","Victoria, British Columbia V8T 4P4, ",https://www.tripadvisor.ca/Attraction_Review-g154945-d9610529-Reviews-Xchanges_Artists_Studios_and_Gallery-Victoria_Victoria_Capital_Regional_District_.html,1,4,2048,48.434868,-123.36651,383526.7784,1195233.769,Victoria,5917034,75390,45270,42960,2310,1290,115,24651,32322,464,Victoria International Airport,48.646944,-123.42583,North Saanich,25162,28 mins,28,812186,Victoria Visitor Centre,48.422869,-123.37023,Victoria,1536,5 mins,5,70,Victoria,48.42774286,-123.360174,Victoria,74996,11,1224,4 mins,4,1748,5 mins,5,1180,48.449587,-123.37425,STN 140 VICTORIA-DOUGLAS,Saanich,197,1 min,1,1575,48.435924,-123.36601,VICTORIA FIRE DEPT HALL 3,Victoria,981,3 mins,3,1897,48.431074,-123.3599,VICTORIA,Victoria,0,5,8,1,25,14,39,93,32,22,41,68,147,141,198
1447,Sproat Lake Provincial Park,0,4,308,Nature & Parks,"Port Alberni, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g181778-d6438513-Reviews-Sproat_Lake_Provincial_Park-Port_Alberni_Vancouver_Island_British_Columbia.html,42,4.5,147,49.261093,-124.79116,472390.5405,1088067.128,Port Alberni,5923008,17330,8110,7485,620,50,235,23392,29126,527,Port Alberni (Alberni Valley Regional) Airport,49.321944,-124.93111,Alberni-Clayoquot D,14588,19 mins,19,812176,Port Alberni Visitor Centre,49.263841,-124.7597,Alberni-Clayoquot F,3416,6 mins,6,71,Port Alberni,49.25064062,-124.8083803,Port Alberni,19329,22,2751,5 mins,5,2551,5 mins,5,1121,49.254177,-124.80394,STN 124 PORT ALBERNI,Port Alberni,2400,4 mins,4,1222,49.278796,-124.78921,CHERRY CREEK VOL FIRE DEPT,Alberni-Clayoquot F,3661,8 mins,8,1827,49.246791,-124.79979,PORT ALBERNI RCMP,Port Alberni,0,1,1,0,2,0,4,24,2,1,7,5,10,17,60
1448,Windfall Lake,3,3,1143,"Bodies of Water, Nature & Parks","Tumbler Ridge, British Columbia V0C 2W0, ",https://www.tripadvisor.ca/Attraction_Review-g1116737-d12236063-Reviews-Windfall_Lake-Tumbler_Ridge_British_Columbia.html,0,0,713,54.986923,-121.63875,1118343.858,1278254.556,Peace River E,5955023,3035,1875,1735,140,10,60,23799,33869,717,Dawson Creek Airport,55.742222,-120.18305,Dawson Creek,193213,2 hours 51 mins,171,812311,Tumbler Ridge Visitor Centre,55.124994,-120.99681,Tumbler Ridge,68354,1 hour 28 mins,88,27,Dawson Creek,55.757539,-120.226662,Dawson Creek,11715,29,187868,2 hours 49 mins,169,68258,1 hour 28 mins,88,1165,55.124452,-120.99985,STN 868 TUMBLER RIDGE,Tumbler Ridge,68762,1 hour 28 mins,88,1532,55.126776,-120.99856,TUMBLER RIDGE FIRE DEPT,Tumbler Ridge,68582,1 hour 29 mins,89,1858,55.126589,-120.9983,TUMBLER RIDGE RCMP,Tumbler Ridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,Stein Valley Nlaka'pamux Heritage Park,0,4,595,Nature & Parks,"Lytton, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g666393-d3405053-Reviews-Stein_Valley_Nlaka_pamux_Heritage_Park-Lytton_British_Columbia.html,10,5,29,50.23345,-121.58028,589592.3049,1315048.991,Lytton,5933015,250,185,180,0,10,0,0,0,623,Kamloops Airport,50.7025,-120.44861,Kamloops,177189,2 hours 6 mins,126,812200,Lytton Visitor Centre,50.231408,-121.58251,Lytton,353,2 mins,2,6,Merritt,50.12412142,-120.8293313,Thompson-Nicola M,8075,34,96885,1 hour 18 mins,78,135,1 min,0,1093,50.232443,-121.58076,STN 321 LYTTON,Lytton,270,1 min,1,1393,50.232202,-121.58235,LYTTON VOL FIRE DEPT,Lytton,64,1 min,0,1807,50.233073,-121.58054,LYTTON RCMP,Lytton,0,2,0,0,0,0,0,2,0,0,1,1,2,2,4
1450,Britannia Mine Museum,2,5,3775,"Speciality Museums, Museums","Britannia Beach, British Columbia V0N 1J0, ",https://www.tripadvisor.ca/Attraction_Review-g678581-d1094435-Reviews-Britannia_Mine_Museum-Britannia_Beach_British_Columbia.html,362,4.5,1837,49.62308,-123.20502,515858.3699,1201990.53,Squamish-Lillooet D,5931021,835,585,555,35,10,10,32772,40923,507,Vancouver International Airport,49.194722,-123.18388,Richmond,65728,1 hour 10 mins,70,812209,Squamish Visitor Centre,49.707008,-123.14586,Squamish,23646,22 mins,22,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,50046,39 mins,39,25172,22 mins,22,1156,49.717205,-123.15366,STN 222 SQUAMISH,Squamish,12249,12 mins,12,1275,49.625026,-123.20137,BRITANNIA BEACH VOLUNTEER FIRE DEPT,Squamish-Lillooet D,24773,22 mins,22,1989,49.718749,-123.14684,SQUAMISH RCMP,Squamish,0,2,2,0,5,0,2,10,4,5,4,15,26,46,38
1451,Chetwynd Chainsaw Carvings,0,4,3812,"Art Museums, Museums","Chetwynd, British Columbia V0C 1J0, ",https://www.tripadvisor.ca/Attraction_Review-g660772-d3307974-Reviews-Chetwynd_Chainsaw_Carvings-Chetwynd_British_Columbia.html,41,5,57,55.697105,-121.633835,1197484.506,1273681.65,Chetwynd,5955010,2625,1555,1465,90,15,35,27666,38008,717,Dawson Creek Airport,55.742222,-120.18305,Dawson Creek,107558,1 hour 14 mins,74,812279,Chetwynd Visitor Centre,55.696778,-121.63467,Chetwynd,64,1 min,0,27,Dawson Creek,55.757539,-120.226662,Dawson Creek,11715,29,102213,1 hour 12 mins,72,301,1 min,1,1038,55.695974,-121.63824,STN 852 CHETWYND,Chetwynd,304,1 min,1,1290,55.695931,-121.63825,CHETWYND FIRE DEPT,Chetwynd,477,2 mins,2,1764,55.695441,-121.64049,CHETWYND,Chetwynd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1452,Edge Hills Provincial Park,2,5,1008,Nature & Parks,"Clinton, British Columbia V0K 2H0, ",https://www.tripadvisor.ca/Attraction_Review-g499124-d4587472-Reviews-Edge_Hills_Provincial_Park-Clinton_Cariboo_British_Columbia.html,1,5,47,51.13066,-121.89571,687952.0501,1286802.935,Thompson-Nicola E (Bonaparte Plateau),5933032,,,,,,,,,623,Kamloops Airport,50.7025,-120.44861,Kamloops,166330,2 hours 10 mins,130,814217,Cache Creek Tourist/Visitor Info Booth,50.813105,-121.32094,Cache Creek,73190,1 hour 2 mins,62,36,Kamloops,50.65605598,-120.3639002,Kamloops,82832,8,151777,1 hour 50 mins,110,34496,38 mins,38,1041,51.094466,-121.58176,STN 308 CLINTON,Clinton,34179,37 mins,37,1294,51.092662,-121.58695,CLINTON VOL FIRE DEPT,Clinton,33497,35 mins,35,1767,51.089424,-121.59278,CLINTON RCMP,Clinton,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5
1453,Dreamcatcher Meadows,3,3,1724,"Farms, Sights & Landmarks","Pemberton, British Columbia V0N 2L2, ",https://www.tripadvisor.ca/Attraction_Review-g183736-d12505643-Reviews-Dreamcatcher_Meadows-Pemberton_British_Columbia.html,0,0,23,50.474964,-122.94652,611301.736,1216574.951,Squamish-Lillooet C,5931017,1885,1280,1195,85,25,45,22551,28632,507,Vancouver International Airport,49.194722,-123.18388,Richmond,188641,2 hours 53 mins,173,812204,Pemberton Visitor Centre,50.314868,-122.75725,Pemberton,25107,30 mins,30,61,North Vancouver (City),49.32000409,-123.0740463,North Vancouver,44944,15,172958,2 hours 23 mins,143,21494,25 mins,25,1118,50.320005,-122.80418,STN 219 PEMBERTON,Pemberton,21317,26 mins,26,1448,50.321247,-122.81054,PEMBERTON FIRE DEPT,Pemberton,21185,25 mins,25,1825,50.32077,-122.80859,PEMBERTON RCMP,Pemberton,0,1,0,0,1,0,0,0,1,0,1,4,7,15,18
1454,Beatton Provincial Park,0,4,608,Nature & Parks,"Fort St. John, British Columbia V0C 1H0, ",https://www.tripadvisor.ca/Attraction_Review-g181786-d6353403-Reviews-Beatton_Provincial_Park-Fort_St_John_British_Columbia.html,13,4,47,56.24526,-120.84383,1261830.536,1318668.162,Fort St. John,5955034,17295,10875,10340,535,30,385,30806,39562,725,Fort St. John/North Peace Airport,56.238055,-120.74027,Peace River C,8238,11 mins,11,812297,Fort St John Visitor Centre,56.242515,-120.84754,Fort St. John,519,2 mins,2,26,Fort St. John,56.23903534,-120.8334511,Fort St. John,16842,25,1368,3 mins,3,468,1 min,1,1059,56.24727,-120.84075,STN 860 FORT ST JOHN,Fort St. John,598,1 min,1,1335,56.246243,-120.83655,FORT ST JOHN FIRE DEPT,Fort St. John,1029,3 mins,3,1781,56.252628,-120.84812,FORT ST JOHN RCMP,Fort St. John,0,0,0,0,1,0,0,0,2,0,0,0,0,3,16
1455,Walk of Stars Murals,0,4,1558,"Points of Interest & Landmarks, Sights & Landmarks","Merritt, British Columbia V1K 1B8, ",https://www.tripadvisor.ca/Attraction_Review-g181782-d7210687-Reviews-Walk_of_Stars_Murals-Merritt_British_Columbia.html,14,4,28,50.11947,-120.77738,580843.1942,1373120.569,Merritt,5933006,6950,3505,3225,275,15,145,20910,30086,623,Kamloops Airport,50.7025,-120.44861,Kamloops,95199,1 hour 6 mins,66,814486,Merritt Tourist/Visitor Info Booth,50.112925,-120.78786,Merritt,1136,2 mins,2,6,Merritt,50.12412142,-120.8293313,Thompson-Nicola M,8075,34,4501,6 mins,6,496,1 min,1,1101,50.121699,-120.77319,STN 324 MERRITT,Merritt,1667,3 mins,3,1405,50.113354,-120.79353,MERRITT FIRE DEPT,Merritt,361,1 min,1,1811,50.11892,-120.7807,MERRITT RCMP,Merritt,0,2,0,0,2,0,0,1,1,0,0,0,0,2,21
1456,New Westminster Quay,2,5,1408,"Points of Interest & Landmarks, Sights & Landmarks","New Westminster, British Columbia, ",https://www.tripadvisor.ca/Attraction_Review-g154936-d6878147-Reviews-New_Westminster_Quay-New_Westminster_British_Columbia.html,165,4,703,49.200195,-122.910675,469789.2202,1225300.02,New Westminster,5915029,57850,34260,32330,1925,505,25,27817,34603,487,Boundary Bay Airport,49.073888,-123.0075,Delta,24052,25 mins,25,812202,New Westminster Visitor Centre,49.200459,-122.91014,New Westminster,46,1 min,0,60,New Westminster,49.20265469,-122.9140896,New Westminster,54904,13,612,3 mins,3,3959,8 mins,8,1111,49.229895,-122.8861,STN 247 NEW WEST-ROUSSEAU,New Westminster,2939,7 mins,7,1668,49.210083,-122.93679,NEW WESTMINSTER FIRE DEPT HALL 2,New Westminster,523,2 mins,2,1891,49.203719,-122.90741,NEW WESTMINSTER,New Westminster,2,14,19,10,153,65,123,223,138,47,88,84,222,266,393
